store_code,sales_date,sales_time,product_code,amount,payment_code,gender,age
19007,2010/1/21,8:34:29,A00005,1,1,F,60
0,2010/1/22,8:34:32,A00006,1,1,F,20
27001,2010/1/23,8:34:35,A00007,4,3,F,20
27002,2010/1/24,8:34:38,A00008,1,1,M,40
27003,2010/1/25,8:34:41,A00009,1,1,F,20
27004,2010/1/26,8:34:44,A00010,2,5,M,20
27005,2010/1/27,8:34:47,A00011,1,1,M,30
27006,2010/1/28,8:34:50,A00012,1,1,M,30
27007,2010/1/29,8:34:53,A00013,2,1,F,20
19001,2010/1/30,8:34:56,A00014,1,1,F,20
19002,2010/1/31,8:34:59,A00015,1,2,F,60
19003,2010/2/1,8:35:02,A00016,1,3,M,20
19004,2010/2/2,8:35:05,A00017,3,4,F,30
19005,2010/2/3,8:35:08,A00018,1,1,M,20
19006,2010/2/4,8:35:11,A00019,1,2,M,50
19007,2010/2/5,8:35:14,A00020,2,1,M,60
0,2010/2/6,8:35:17,A00021,5,1,F,20
27001,2010/2/7,8:35:20,B00001,3,2,F,20
27002,2010/2/8,8:35:23,B00002,1,1,F,30
27003,2010/2/9,8:35:26,B00003,1,1,M,20
27004,2010/2/10,8:35:29,B00004,4,3,F,60
27005,2010/2/11,8:35:32,B00005,1,1,M,20
27006,2010/2/12,8:35:35,B00006,1,1,M,20
27007,2010/2/13,8:35:38,B00007,2,5,M,40
19001,2010/2/14,8:35:41,C00001,1,1,F,20
19002,2010/2/15,8:35:44,C00002,1,1,F,20
19003,2010/2/16,8:35:47,C00003,2,1,F,30
19004,2010/2/17,8:35:50,C00004,1,1,M,30
19005,2010/2/18,8:35:53,C00005,1,2,F,20
19006,2010/2/19,8:35:56,D00001,1,3,M,20
19007,2010/2/20,8:35:59,D00002,3,4,M,60
0,2010/2/21,8:36:02,D00003,1,1,M,20
27001,2010/2/22,8:36:05,D00004,1,2,F,30
27002,2010/2/23,8:36:08,D00005,2,1,F,20
27003,2010/2/24,8:36:11,D00006,5,1,F,50
27004,2010/2/25,8:36:14,D00007,3,2,M,60
27005,2010/2/26,8:36:17,E00001,1,1,F,20
27006,2010/2/27,8:36:20,E00002,1,1,M,20
27007,2010/2/28,8:36:23,E00003,4,3,M,30
19001,2010/3/1,8:36:26,F00001,1,1,M,20
19002,2010/3/2,8:36:29,F00002,1,1,F,60
19003,2010/3/3,8:36:32,F00003,2,5,F,20
19004,2010/3/4,8:36:35,F00004,1,1,F,20
19005,2010/3/5,8:36:38,F00005,1,1,M,40
19006,2010/3/6,8:36:41,F00006,2,1,F,20
19007,2010/3/7,8:36:44,F00007,1,1,M,20
0,2010/3/8,8:36:47,G00001,1,2,M,30
27001,2010/3/9,8:36:50,G00002,1,3,M,30
27002,2010/3/10,8:36:53,G00003,3,4,F,20
27003,2010/3/11,8:36:56,G00004,1,1,F,20
27004,2010/3/12,8:36:59,H00001,1,2,F,60
27005,2010/3/13,8:37:02,H00002,2,1,M,20
27006,2010/3/14,8:37:05,H00003,5,1,F,30
27007,2010/3/15,8:37:08,H00004,3,2,M,20
19001,2010/3/16,8:37:11,I00001,1,1,M,50
19002,2010/3/17,8:37:14,I00002,1,1,M,60
19003,2010/3/18,8:37:17,I00003,4,3,F,20
19004,2010/3/19,8:37:20,I00004,1,1,F,20
19005,2010/3/20,8:37:23,J00001,1,1,F,30
19006,2010/3/21,8:37:26,J00002,2,5,M,20
19007,2010/3/22,8:37:29,A00001,1,1,F,60
0,2010/3/23,8:37:32,A00002,1,1,M,20
27001,2010/3/24,8:37:35,A00003,2,1,M,20
27002,2010/3/25,8:37:38,A00004,1,1,M,40
27003,2010/3/26,8:37:41,A00005,1,2,F,20
27004,2010/3/27,8:37:44,A00006,1,3,F,20
27005,2010/3/28,8:37:47,A00007,3,4,F,30
27006,2010/3/29,8:37:50,A00008,1,1,M,30
27007,2010/3/30,8:37:53,A00009,1,2,F,20
19001,2010/3/31,8:37:56,A00010,2,1,M,20
19002,2010/4/1,8:37:59,A00011,5,1,M,60
19003,2010/4/2,8:38:02,A00012,3,2,M,20
19004,2010/4/3,8:38:05,A00013,1,1,F,30
19005,2010/4/4,8:38:08,A00014,1,1,F,20
19006,2010/4/5,8:38:11,A00015,4,3,F,50
19007,2010/4/6,8:38:14,A00016,1,1,M,60
0,2010/4/7,8:38:17,A00017,1,1,F,20
27001,2010/4/8,8:38:20,A00018,2,5,M,20
27002,2010/4/9,8:38:23,A00019,1,1,M,30
27003,2010/4/10,8:38:26,A00020,1,1,M,20
27004,2010/4/11,8:38:29,A00021,2,1,F,60
27005,2010/4/12,8:38:32,A00001,1,1,F,20
27006,2010/4/13,8:38:35,A00002,1,2,F,20
27007,2010/4/14,8:38:38,A00003,1,3,M,40
19001,2010/4/15,8:38:41,A00004,3,4,F,20
19002,2010/4/16,8:38:44,A00005,1,1,M,20
19003,2010/4/17,8:38:47,A00006,1,2,M,30
19004,2010/4/18,8:38:50,A00007,2,1,M,30
19005,2010/4/19,8:38:53,A00008,5,1,F,20
19006,2010/4/20,8:38:56,A00009,3,2,F,20
19007,2010/4/21,8:38:59,A00010,1,1,F,60
0,2010/4/22,8:39:02,A00011,1,1,M,20
27001,2010/4/23,8:39:05,A00012,4,3,F,30
27002,2010/4/24,8:39:08,A00013,1,1,M,20
27003,2010/4/25,8:39:11,A00014,1,1,M,50
27004,2010/4/26,8:39:14,A00015,2,5,M,60
27005,2010/4/27,8:39:17,A00016,1,1,F,20
27006,2010/4/28,8:39:20,A00017,1,1,F,20
27007,2010/4/29,8:39:23,A00018,2,1,F,30
19001,2010/4/30,8:39:26,A00019,1,1,M,20
19002,2010/5/1,8:39:29,A00020,1,2,F,60
19003,2010/5/2,8:39:32,A00021,1,3,M,20
19004,2010/5/3,8:39:35,B00001,3,4,M,20
19005,2010/5/4,8:39:38,B00002,1,1,M,40
19006,2010/5/5,8:39:41,B00003,1,2,F,20
19007,2010/5/6,8:39:44,B00004,2,1,F,20
0,2010/5/7,8:39:47,B00005,5,1,F,30
27001,2010/5/8,8:39:50,B00006,3,2,M,30
27002,2010/5/9,8:39:53,B00007,1,1,F,20
27003,2010/5/10,8:39:56,C00001,1,1,M,20
27004,2010/5/11,8:39:59,C00002,4,3,M,60
27005,2010/5/12,8:40:02,C00003,1,1,M,20
27006,2010/5/13,8:40:05,C00004,1,1,F,30
27007,2010/5/14,8:40:08,C00005,2,5,F,20
19001,2010/5/15,8:40:11,D00001,1,1,F,50
19002,2010/5/16,8:40:14,D00002,1,1,M,60
19003,2010/5/17,8:40:17,D00003,2,1,F,20
19004,2010/5/18,8:40:20,D00004,1,1,M,20
19005,2010/5/19,8:40:23,D00005,1,2,M,30
19006,2010/5/20,8:40:26,D00006,1,3,M,20
19007,2010/5/21,8:40:29,D00007,3,4,F,60
0,2010/5/22,8:40:32,E00001,1,1,F,20
27001,2010/5/23,8:40:35,E00002,1,2,F,20
27002,2010/5/24,8:40:38,E00003,2,1,M,40
27003,2010/5/25,8:40:41,F00001,5,1,F,20
27004,2010/5/26,8:40:44,F00002,3,2,M,20
27005,2010/5/27,8:40:47,F00003,1,1,M,30
27006,2010/5/28,8:40:50,F00004,1,1,M,30
27007,2010/5/29,8:40:53,F00005,4,3,F,20
19001,2010/5/30,8:40:56,F00006,1,1,F,20
19002,2010/5/31,8:40:59,F00007,1,1,F,60
19003,2010/6/1,8:41:02,G00001,2,5,M,20
19004,2010/6/2,8:41:05,G00002,1,1,F,30
19005,2010/6/3,8:41:08,G00003,1,1,M,20
19006,2010/6/4,8:41:11,G00004,2,1,M,50
19007,2010/6/5,8:41:14,H00001,1,1,M,60
0,2010/6/6,8:41:17,H00002,1,2,F,20
27001,2010/6/7,8:41:20,H00003,1,3,F,20
27002,2010/6/8,8:41:23,H00004,3,4,F,30
27003,2010/6/9,8:41:26,I00001,1,1,M,20
27004,2010/6/10,8:41:29,I00002,1,2,F,60
27005,2010/6/11,8:41:32,I00003,2,1,M,20
27006,2010/6/12,8:41:35,I00004,5,1,M,20
27007,2010/6/13,8:41:38,J00001,3,2,M,40
19001,2010/6/14,8:41:41,J00002,1,1,F,20
19002,2010/6/15,8:41:44,A00001,1,1,F,20
19003,2010/6/16,8:41:47,A00002,4,3,F,30
19004,2010/6/17,8:41:50,A00003,1,1,M,30
19005,2010/6/18,8:41:53,A00004,1,1,F,20
19006,2010/6/19,8:41:56,A00005,2,5,M,20
19007,2010/6/20,8:41:59,A00006,1,1,M,60
0,2010/6/21,8:42:02,A00007,1,1,M,20
27001,2010/6/22,8:42:05,A00008,2,1,F,30
27002,2010/6/23,8:42:08,A00009,1,1,F,20
27003,2010/6/24,8:42:11,A00010,1,2,F,50
27004,2010/6/25,8:42:14,A00011,1,3,M,60
27005,2010/6/26,8:42:17,A00012,3,4,F,20
27006,2010/6/27,8:42:20,A00013,1,1,M,20
27007,2010/6/28,8:42:23,A00014,1,2,M,30
19001,2010/6/29,8:42:26,A00015,2,1,M,20
19002,2010/6/30,8:42:29,A00016,5,1,F,60
19003,2010/7/1,8:42:32,A00017,3,2,F,20
19004,2010/7/2,8:42:35,A00018,1,1,F,20
19005,2010/7/3,8:42:38,A00019,1,1,M,40
19006,2010/7/4,8:42:41,A00020,4,3,F,20
19007,2010/7/5,8:42:44,A00021,1,1,M,20
0,2010/7/6,8:42:47,A00001,1,1,M,30
27001,2010/7/7,8:42:50,A00002,2,5,M,30
27002,2010/7/8,8:42:53,A00003,1,1,F,20
27003,2010/7/9,8:42:56,A00004,1,1,F,20
27004,2010/7/10,8:42:59,A00005,2,1,F,60
27005,2010/7/11,8:43:02,A00006,1,1,M,20
27006,2010/7/12,8:43:05,A00007,1,2,F,30
27007,2010/7/13,8:43:08,A00008,1,3,M,20
19001,2010/7/14,8:43:11,A00009,3,4,M,50
19002,2010/7/15,8:43:14,A00010,1,1,M,60
19003,2010/7/16,8:43:17,A00011,1,2,F,20
19004,2010/7/17,8:43:20,A00012,2,1,F,20
19005,2010/7/18,8:43:23,A00013,5,1,F,30
19006,2010/7/19,8:43:26,A00014,3,2,M,20
19007,2010/7/20,8:43:29,A00015,1,1,F,60
0,2010/7/21,8:43:32,A00016,1,1,M,20
27001,2010/7/22,8:43:35,A00017,4,3,M,20
27002,2010/7/23,8:43:38,A00018,1,1,M,40
27003,2010/7/24,8:43:41,A00019,1,1,F,20
27004,2010/7/25,8:43:44,A00020,2,5,F,20
27005,2010/7/26,8:43:47,A00021,1,1,F,30
27006,2010/7/27,8:43:50,B00001,1,1,M,30
27007,2010/7/28,8:43:53,B00002,2,1,F,20
19001,2010/7/29,8:43:56,B00003,1,1,M,20
19002,2010/7/30,8:43:59,B00004,1,2,M,60
19003,2010/7/31,8:44:02,B00005,1,3,M,20
19004,2010/8/1,8:44:05,B00006,3,4,F,30
19005,2010/8/2,8:44:08,B00007,1,1,F,20
19006,2010/8/3,8:44:11,C00001,1,2,F,50
19007,2010/8/4,8:44:14,C00002,2,1,M,60
0,2010/8/5,8:44:17,C00003,5,1,F,20
27001,2010/8/6,8:44:20,C00004,3,2,M,20
27002,2010/8/7,8:44:23,C00005,1,1,M,30
27003,2010/8/8,8:44:26,D00001,1,1,M,20
27004,2010/8/9,8:44:29,D00002,4,3,F,60
27005,2010/8/10,8:44:32,D00003,1,1,F,20
27006,2010/8/11,8:44:35,D00004,1,1,F,20
27007,2010/8/12,8:44:38,D00005,2,5,M,40
19001,2010/8/13,8:44:41,D00006,1,1,F,20
19002,2010/8/14,8:44:44,D00007,1,1,M,20
19003,2010/8/15,8:44:47,E00001,2,1,M,30
19004,2010/8/16,8:44:50,E00002,1,1,M,30
19005,2010/8/17,8:44:53,E00003,1,2,F,20
19006,2010/8/18,8:44:56,F00001,1,3,F,20
19007,2010/8/19,8:44:59,F00002,3,4,F,60
0,2010/8/20,8:45:02,F00003,1,1,M,20
27001,2010/8/21,8:45:05,F00004,1,2,F,30
27002,2010/8/22,8:45:08,F00005,2,1,M,20
27003,2010/8/23,8:45:11,F00006,5,1,M,50
27004,2010/8/24,8:45:14,F00007,3,2,M,60
27005,2010/8/25,8:45:17,G00001,1,1,F,20
27006,2010/8/26,8:45:20,G00002,1,1,F,20
27007,2006/7/18,8:45:23,G00003,4,3,F,30
19001,2006/7/19,8:45:26,G00004,1,1,M,20
19002,2006/7/20,8:45:29,H00001,1,1,F,60
19003,2006/7/21,8:45:32,H00002,2,5,M,20
19004,2006/7/22,8:45:35,H00003,1,1,M,20
19005,2006/7/23,8:45:38,H00004,1,1,M,40
19006,2006/7/24,8:45:41,I00001,2,1,F,20
19007,2006/7/25,8:45:44,I00002,1,1,F,20
0,2006/7/26,8:45:47,I00003,1,2,F,30
27001,2006/7/27,8:45:50,I00004,1,3,M,30
27002,2006/7/28,8:45:53,J00001,3,4,F,20
27003,2006/7/29,8:45:56,J00002,1,1,M,20
27004,2006/7/30,8:45:59,A00001,1,2,M,60
27005,2006/7/31,8:46:02,A00002,2,1,M,20
27006,2006/8/1,8:46:05,A00003,5,1,F,30
27007,2006/8/2,8:46:08,A00004,3,2,F,20
19001,2006/8/3,8:46:11,A00005,1,1,F,50
19002,2006/8/4,8:46:14,A00006,1,1,M,60
19003,2006/8/5,8:46:17,A00007,4,3,F,20
19004,2006/8/6,8:46:20,A00008,1,1,M,20
19005,2006/8/7,8:46:23,A00009,1,1,M,30
19006,2006/8/8,8:46:26,A00010,2,5,M,20
19007,2006/8/9,8:46:29,A00011,1,1,F,60
0,2006/8/10,8:46:32,A00012,1,1,F,20
27001,2006/8/11,8:46:35,A00013,2,1,F,20
27002,2006/8/12,8:46:38,A00014,1,1,M,40
27003,2006/8/13,8:46:41,A00015,1,2,F,20
27004,2006/8/14,8:46:44,A00016,1,3,M,20
27005,2006/8/15,8:46:47,A00017,3,4,M,30
27006,2006/8/16,8:46:50,A00018,1,1,M,30
27007,2006/8/17,8:46:53,A00019,1,2,F,20
19001,2006/8/18,8:46:56,A00020,2,1,F,20
19002,2006/8/19,8:46:59,A00021,5,1,F,60
19003,2006/8/20,8:47:02,A00001,3,2,M,20
19004,2006/8/21,8:47:05,A00002,1,1,F,30
19005,2006/8/22,8:47:08,A00003,1,1,M,20
19006,2006/8/23,8:47:11,A00004,4,3,M,50
19007,2006/8/24,8:47:14,A00005,1,1,M,60
0,2006/8/25,8:47:17,A00006,1,1,F,20
27001,2006/8/26,8:47:20,A00007,2,5,F,20
27002,2006/8/27,8:47:23,A00008,1,1,F,30
27003,2006/8/28,8:47:26,A00009,1,1,M,20
27004,2006/8/29,8:47:29,A00010,2,1,F,60
27005,2006/8/30,8:47:32,A00011,1,1,M,20
27006,2006/8/31,8:47:35,A00012,1,2,M,20
27007,2006/9/1,8:47:38,A00013,1,3,M,40
19001,2006/9/2,8:47:41,A00014,3,4,F,20
19002,2006/9/3,8:47:44,A00015,1,1,F,20
19003,2006/9/4,8:47:47,A00016,1,2,F,30
19004,2006/9/5,8:47:50,A00017,2,1,M,30
19005,2006/9/6,8:47:53,A00018,5,1,F,20
19006,2006/9/7,8:47:56,A00019,3,2,M,20
19007,2006/9/8,8:47:59,A00020,1,1,M,60
0,2006/9/9,8:48:02,A00021,1,1,M,20
27001,2006/9/10,8:48:05,B00001,4,3,F,30
27002,2006/9/11,8:48:08,B00002,1,1,F,20
27003,2006/9/12,8:48:11,B00003,1,1,F,50
27004,2006/9/13,8:48:14,B00004,2,5,M,60
27005,2006/9/14,8:48:17,B00005,1,1,F,20
27006,2006/9/15,8:48:20,B00006,1,1,M,20
27007,2006/9/16,8:48:23,B00007,2,1,M,30
19001,2006/9/17,8:48:26,C00001,1,1,M,20
19002,2006/9/18,8:48:29,C00002,1,2,F,60
19003,2006/9/19,8:48:32,C00003,1,3,F,20
19004,2006/9/20,8:48:35,C00004,3,4,F,20
19005,2006/9/21,8:48:38,C00005,1,1,M,40
19006,2006/9/22,8:48:41,D00001,1,2,F,20
19007,2006/9/23,8:48:44,D00002,2,1,M,20
0,2006/9/24,8:48:47,D00003,5,1,M,30
27001,2006/9/25,8:48:50,D00004,3,2,M,30
27002,2006/9/26,8:48:53,D00005,1,1,F,20
27003,2006/9/27,8:48:56,D00006,1,1,F,20
27004,2006/9/28,8:48:59,D00007,4,3,F,60
27005,2006/9/29,8:49:02,E00001,1,1,M,20
27006,2006/9/30,8:49:05,E00002,1,1,F,30
27007,2006/10/1,8:49:08,E00003,2,5,M,20
19001,2006/10/2,8:49:11,F00001,1,1,M,50
19002,2006/10/3,8:49:14,F00002,1,1,M,60
19003,2006/10/4,8:49:17,F00003,2,1,F,20
19004,2006/10/5,8:49:20,F00004,1,1,F,20
19005,2006/10/6,8:49:23,F00005,1,2,F,30
19006,2006/10/7,8:49:26,F00006,1,3,M,20
19007,2006/10/8,8:49:29,F00007,3,4,F,60
0,2006/10/9,8:49:32,G00001,1,1,M,20
27001,2006/10/10,8:49:35,G00002,1,2,M,20
27002,2006/10/11,8:49:38,G00003,2,1,M,40
27003,2006/10/12,8:49:41,G00004,5,1,F,20
27004,2006/10/13,8:49:44,H00001,3,2,F,20
27005,2006/10/14,8:49:47,H00002,1,1,F,30
27006,2006/10/15,8:49:50,H00003,1,1,M,30
27007,2006/10/16,8:49:53,H00004,4,3,F,20
19001,2006/10/17,8:49:56,I00001,1,1,M,20
19002,2006/10/18,8:49:59,I00002,1,1,M,60
19003,2006/10/19,8:50:02,I00003,2,5,M,20
19004,2006/10/20,8:50:05,I00004,1,1,F,30
19005,2006/10/21,8:50:08,J00001,1,1,F,20
19006,2006/10/22,8:50:11,J00002,2,1,F,50
19007,2006/10/23,8:50:14,A00001,1,1,M,60
0,2006/10/24,8:50:17,A00002,1,2,F,20
27001,2006/10/25,8:50:20,A00003,1,3,M,20
27002,2006/10/26,8:50:23,A00004,3,4,M,30
27003,2006/10/27,8:50:26,A00005,1,1,M,20
27004,2006/10/28,8:50:29,A00006,1,2,F,60
27005,2006/10/29,8:50:32,A00007,2,1,F,20
27006,2006/10/30,8:50:35,A00008,5,1,F,20
27007,2006/10/31,8:50:38,A00009,3,2,M,40
19001,2006/11/1,8:50:41,A00010,1,1,F,20
19002,2006/11/2,8:50:44,A00011,1,1,M,20
19003,2006/11/3,8:50:47,A00012,4,3,M,30
19004,2006/11/4,8:50:50,A00013,1,1,M,30
19005,2006/11/5,8:50:53,A00014,1,1,F,20
19006,2006/11/6,8:50:56,A00015,2,5,F,20
19007,2006/11/7,8:50:59,A00016,1,1,F,60
0,2006/11/8,8:51:02,A00017,1,1,M,20
27001,2006/11/9,8:51:05,A00018,2,1,F,30
27002,2006/11/10,8:51:08,A00019,1,1,M,20
27003,2006/11/11,8:51:11,A00020,1,2,M,50
27004,2006/11/12,8:51:14,A00021,1,3,M,60
27005,2006/11/13,8:51:17,A00001,3,4,F,20
27006,2006/11/14,8:51:20,A00002,1,1,F,20
27007,2006/11/15,8:51:23,A00003,1,2,F,30
19001,2006/11/16,8:51:26,A00004,2,1,M,20
19002,2006/11/17,8:51:29,A00005,5,1,F,60
19003,2006/11/18,8:51:32,A00006,3,2,M,20
19004,2006/11/19,8:51:35,A00007,1,1,M,20
19005,2006/11/20,8:51:38,A00008,1,1,M,40
19006,2006/11/21,8:51:41,A00009,4,3,F,20
19007,2006/11/22,8:51:44,A00010,1,1,F,20
0,2006/11/23,8:51:47,A00011,1,1,F,30
27001,2006/11/24,8:51:50,A00012,2,5,M,30
27002,2006/11/25,8:51:53,A00013,1,1,F,20
27003,2006/11/26,8:51:56,A00014,1,1,M,20
27004,2006/11/27,8:51:59,A00015,2,1,M,60
27005,2006/11/28,8:52:02,A00016,1,1,M,20
27006,2006/11/29,8:52:05,A00017,1,2,F,30
27007,2006/11/30,8:52:08,A00018,1,3,F,20
19001,2006/12/1,8:52:11,A00019,3,4,F,50
19002,2006/12/2,8:52:14,A00020,1,1,M,60
19003,2006/12/3,8:52:17,A00021,1,2,F,20
19004,2006/12/4,8:52:20,B00001,2,1,M,20
19005,2006/12/5,8:52:23,B00002,5,1,M,30
19006,2006/12/6,8:52:26,B00003,3,2,M,20
19007,2006/12/7,8:52:29,B00004,1,1,F,60
0,2006/12/8,8:52:32,B00005,1,1,F,20
27001,2006/12/9,8:52:35,B00006,4,3,F,20
27002,2006/12/10,8:52:38,B00007,1,1,M,40
27003,2006/12/11,8:52:41,C00001,1,1,F,20
27004,2006/12/12,8:52:44,C00002,2,5,M,20
27005,2006/12/13,8:52:47,C00003,1,1,M,30
27006,2006/12/14,8:52:50,C00004,1,1,M,30
27007,2006/12/15,8:52:53,C00005,2,1,F,20
19001,2006/12/16,8:52:56,D00001,1,1,F,20
19002,2006/12/17,8:52:59,D00002,1,2,F,60
19003,2006/12/18,8:53:02,D00003,1,3,M,20
19004,2006/12/19,8:53:05,D00004,3,4,F,30
19005,2006/12/20,8:53:08,D00005,1,1,M,20
19006,2006/12/21,8:53:11,D00006,1,2,M,50
19007,2006/12/22,8:53:14,D00007,2,1,M,60
0,2006/12/23,8:53:17,E00001,5,1,F,20
27001,2006/12/24,8:53:20,E00002,3,2,F,20
27002,2006/12/25,8:53:23,E00003,1,1,F,30
27003,2006/12/26,8:53:26,F00001,1,1,M,20
27004,2006/12/27,8:53:29,F00002,4,3,F,60
27005,2006/12/28,8:53:32,F00003,1,1,M,20
27006,2006/12/29,8:53:35,F00004,1,1,M,20
27007,2006/12/30,8:53:38,F00005,2,5,M,40
19001,2006/12/31,8:53:41,F00006,1,1,F,20
19002,2007/1/1,8:53:44,F00007,1,1,F,20
19003,2007/1/2,8:53:47,G00001,2,1,F,30
19004,2007/1/3,8:53:50,G00002,1,1,M,30
19005,2007/1/4,8:53:53,G00003,1,2,F,20
19006,2007/1/5,8:53:56,G00004,1,3,M,20
19007,2007/1/6,8:53:59,H00001,3,4,M,60
0,2007/1/7,8:54:02,H00002,1,1,M,20
27001,2007/1/8,8:54:05,H00003,1,2,F,30
27002,2007/1/9,8:54:08,H00004,2,1,F,20
27003,2007/1/10,8:54:11,I00001,5,1,F,50
27004,2007/1/11,8:54:14,I00002,3,2,M,60
27005,2007/1/12,8:54:17,I00003,1,1,F,20
27006,2007/1/13,8:54:20,I00004,1,1,M,20
27007,2007/1/14,8:54:23,J00001,4,3,M,30
19001,2007/1/15,8:54:26,J00002,1,1,M,20
19002,2007/1/16,8:54:29,A00001,1,1,F,60
19003,2007/1/17,8:54:32,A00002,2,5,F,20
19004,2007/1/18,8:54:35,A00003,1,1,F,20
19005,2007/1/19,8:54:38,A00004,1,1,M,40
19006,2007/1/20,8:54:41,A00005,2,1,F,20
19007,2007/1/21,8:54:44,A00006,1,1,M,20
0,2007/1/22,8:54:47,A00007,1,2,M,30
27001,2007/1/23,8:54:50,A00008,1,3,M,30
27002,2007/1/24,8:54:53,A00009,3,4,F,20
27003,2007/1/25,8:54:56,A00010,1,1,F,20
27004,2007/1/26,8:54:59,A00011,1,2,F,60
27005,2007/1/27,8:55:02,A00012,2,1,M,20
27006,2007/1/28,8:55:05,A00013,5,1,F,30
27007,2007/1/29,8:55:08,A00014,3,2,M,20
19001,2007/1/30,8:55:11,A00015,1,1,M,50
19002,2007/1/31,8:55:14,A00016,1,1,M,60
19003,2007/2/1,8:55:17,A00017,4,3,F,20
19004,2007/2/2,8:55:20,A00018,1,1,F,20
19005,2007/2/3,8:55:23,A00019,1,1,F,30
19006,2007/2/4,8:55:26,A00020,2,5,M,20
19007,2007/2/5,8:55:29,A00021,1,1,F,60
0,2007/2/6,8:55:32,A00001,1,1,M,20
27001,2007/2/7,8:55:35,A00002,2,1,M,20
27002,2007/2/8,8:55:38,A00003,1,1,M,40
27003,2007/2/9,8:55:41,A00004,1,2,F,20
27004,2007/2/10,8:55:44,A00005,1,3,F,20
27005,2007/2/11,8:55:47,A00006,3,4,F,30
27006,2007/2/12,8:55:50,A00007,1,1,M,30
27007,2007/2/13,8:55:53,A00008,1,2,F,20
19001,2007/2/14,8:55:56,A00009,2,1,M,20
19002,2007/2/15,8:55:59,A00010,5,1,M,60
19003,2007/2/16,8:56:02,A00011,3,2,M,20
19004,2007/2/17,8:56:05,A00012,1,1,F,30
19005,2007/2/18,8:56:08,A00013,1,1,F,20
19006,2007/2/19,8:56:11,A00014,4,3,F,50
19007,2007/2/20,8:56:14,A00015,1,1,M,60
0,2007/2/21,8:56:17,A00016,1,1,F,20
27001,2007/2/22,8:56:20,A00017,2,5,M,20
27002,2007/2/23,8:56:23,A00018,1,1,M,30
27003,2007/2/24,8:56:26,A00019,1,1,M,20
27004,2007/2/25,8:56:29,A00020,2,1,F,60
27005,2007/2/26,8:56:32,A00021,1,1,F,20
27006,2007/2/27,8:56:35,B00001,1,2,F,20
27007,2007/2/28,8:56:38,B00002,1,3,M,40
19001,2007/3/1,8:56:41,B00003,3,4,F,20
19002,2007/3/2,8:56:44,B00004,1,1,M,20
19003,2007/3/3,8:56:47,B00005,1,2,M,30
19004,2007/3/4,8:56:50,B00006,2,1,M,30
19005,2007/3/5,8:56:53,B00007,5,1,F,20
19006,2007/3/6,8:56:56,C00001,3,2,F,20
19007,2007/3/7,8:56:59,C00002,1,1,F,60
0,2007/3/8,8:57:02,C00003,1,1,M,20
27001,2007/3/9,8:57:05,C00004,4,3,F,30
27002,2007/3/10,8:57:08,C00005,1,1,M,20
27003,2007/3/11,8:57:11,D00001,1,1,M,50
27004,2007/3/12,8:57:14,D00002,2,5,M,60
27005,2007/3/13,8:57:17,D00003,1,1,F,20
27006,2007/3/14,8:57:20,D00004,1,1,F,20
27007,2007/3/15,8:57:23,D00005,2,1,F,30
19001,2007/3/16,8:57:26,D00006,1,1,M,20
19002,2007/3/17,8:57:29,D00007,1,2,F,60
19003,2007/3/18,8:57:32,E00001,1,3,M,20
19004,2007/3/19,8:57:35,E00002,3,4,M,20
19005,2007/3/20,8:57:38,E00003,1,1,M,40
19006,2007/3/21,8:57:41,F00001,1,2,F,20
19007,2007/3/22,8:57:44,F00002,2,1,F,20
0,2007/3/23,8:57:47,F00003,5,1,F,30
27001,2007/3/24,8:57:50,F00004,3,2,M,30
27002,2007/3/25,8:57:53,F00005,1,1,F,20
27003,2007/3/26,8:57:56,F00006,1,1,M,20
27004,2007/3/27,8:57:59,F00007,4,3,M,60
27005,2007/3/28,8:58:02,G00001,1,1,M,20
27006,2007/3/29,8:58:05,G00002,1,1,F,30
27007,2007/3/30,8:58:08,G00003,2,5,F,20
19001,2007/3/31,8:58:11,G00004,1,1,F,50
19002,2007/4/1,8:58:14,H00001,1,1,M,60
19003,2007/4/2,8:58:17,H00002,2,1,F,20
19004,2007/4/3,8:58:20,H00003,1,1,M,20
19005,2007/4/4,8:58:23,H00004,1,2,M,30
19006,2007/4/5,8:58:26,I00001,1,3,M,20
19007,2007/4/6,8:58:29,I00002,3,4,F,60
0,2007/4/7,8:58:32,I00003,1,1,F,20
27001,2007/4/8,8:58:35,I00004,1,2,F,20
27002,2007/4/9,8:58:38,J00001,2,1,M,40
27003,2007/4/10,8:58:41,J00002,5,1,F,20
27004,2007/4/11,8:58:44,A00001,3,2,M,20
27005,2007/4/12,8:58:47,A00002,1,1,M,30
27006,2007/4/13,8:58:50,A00003,1,1,M,30
27007,2007/4/14,8:58:53,A00004,4,3,F,20
19001,2007/4/15,8:58:56,A00005,1,1,F,20
19002,2007/4/16,8:58:59,A00006,1,1,F,60
19003,2007/4/17,8:59:02,A00007,2,5,M,20
19004,2007/4/18,8:59:05,A00008,1,1,F,30
19005,2007/4/19,8:59:08,A00009,1,1,M,20
19006,2007/4/20,8:59:11,A00010,2,1,M,50
19007,2007/4/21,8:59:14,A00011,1,1,M,60
0,2007/4/22,8:59:17,A00012,1,2,F,20
27001,2007/4/23,8:59:20,A00013,1,3,F,20
27002,2007/4/24,8:59:23,A00014,3,4,F,30
27003,2007/4/25,8:59:26,A00015,1,1,M,20
